"MMSI","ais_imo","ais_shipname","ais_callsign","vessel_flag_best","vessel_class_best","geartype_best","trip_start","start_port_iso3","start_port_label","trip_start_confidence","trip_duration_days","num_encounters","num_loitering","num_fishing","npg_2026_phase_1","npg_2026_phase_2","vv_url","skylight_IMO","skylight_Vessel.Name","skylight_Flag","skylight_Vessel.Type","skylight_Category","skylight_Gear.Types","skylight_Length..m.","skylight_Skylight.Link","skylight_dark_rendezvous..Phase.1.","skylight_fishing_activity_history..Phase.1.","skylight_standard_rendezvous..Phase.1.","skylight_viirs..Phase.1.","skylight_Total..Phase.1.","skylight_dark_rendezvous..Phase.2.","skylight_fishing_activity_history..Phase.2.","skylight_standard_rendezvous..Phase.2.","skylight_viirs..Phase.2.","skylight_Total..Phase.2.","skylight_Grand.Total","skylight_Area.Presence","skylight_New.Vessel.since.2025..based.on.MMSI.","IHS_GrossTonnage","IHS_LengthOverallLOA.Meters.","IHS_YearOfBuild","IHS_ExName","IHS_PortofRegistry","CountryOfControlName","IHS_GroupBeneficialOwner","IHS_RegisteredOwner","IHS_RegisteredOwnerCountryOfRegistration","IHS_Operator","IHS_ShipManager","IHS_TechnicalManager","Non.Compliance.History..yes...sister.ship.","Type.of.Non.Compliance","Vessel.Non.Compliance.Description","SisterShip.s.Type.of.Non.Compliance","Sister.Ship.Non.Compliance.Description","SisterShipWithNonComplianceConcerns","Sources","phase1_2025","phase2_2025","phase1_2026"
"412549591","1019216","ZHOUYU956","BZZJ6","CHN","fishing","squid_jigger",2026-05-24 09:52:39,"CHN","ZHOUSHAN",3,7.58,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ae64778dc-c0a9-7074-76f0-673ec33d3b09?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412549592","1019228","ZHOUYU957","BZZJ7","CHN","fishing","squid_jigger",2026-05-27 06:28:01,"CHN","ZHOUSHAN",3,4.71,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1303de981-1c4e-c492-b248-1373c4db76c6?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412549593","1019230","ZHOUYU958","BZZJ8","CHN","fishing","fishing",2026-05-27 23:06:26,"CHN","ZHOUSHAN",3,4,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2675c328c-cdc6-b440-9613-4e88fde0ee4e?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412549595","1019242","ZHOUYU959","BZZJ9","CHN","fishing","fishing",2026-05-23 22:33:12,"CHN","ZHOUSHAN",3,8.04,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d25ccb5ee-e179-44b5-8fa8-c1e4b8496b8c?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412549596","1064704","RUN DA 816","BZ6UG","CHN","fishing","fishing",2026-05-28 02:08:43,"CHN","ZHOUSHAN",3,3.88,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e9d6f84c4-408b-5c5e-feab-3846fc0546d3?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"412699220",NA,"MING MAO","BZ8UI","CHN","fishing","squid_jigger",2026-05-28 04:30:42,"CHN","ZHOUSHAN",3,3.79,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/337e703b6-602a-fba7-4a6e-00e56fee02e8?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"416000012",NA,NA,NA,"TWN","fishing","inconclusive",2026-05-11 23:56:49,"TWN","YELIU",3,20,0,0,1,FALSE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/57bb53359-935c-616f-ae9b-8bdb858c7f0e?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"416000236",NA,"YEOU JYI FA","BJ4572","TWN","fishing","drifting_longlines",2026-05-16 01:17:01,"TWN","DONGGANG",4,15.92,0,5,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f97902190-0c87-331a-4df0-552ed1c4d034?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,24.5,2000,"","KAOHSIUNG","TAIWAN "," ","HUANG LIN L-F","TAIWAN ","HUANG LIN L-F","HUANG LIN L-F"," ","","","","","","","",TRUE,FALSE,FALSE
"416000993",NA,"WAN ZHAO NO.168",NA,"TWN","fishing","drifting_longlines",2026-05-05 05:09:06,"TWN","DONGGANG",4,26.75,0,12,17,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0eac0fa32-27d2-693a-e314-7659c7f03512?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"416001665",NA,"JIN CHING FA NO16","BG3863","TWN","fishing","drifting_longlines",2026-05-12 04:24:49,"TWN","DONGGANG",4,19.79,0,2,5,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a081b6716-6097-52a7-ab09-4929286f3ff3?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,27.6,1988,"","KAOHSIUNG","TAIWAN ","HONG Y-W","HONG Y-W","TAIWAN ","HONG Y-W","HONG Y-W"," ","","","","","","","",TRUE,FALSE,FALSE
"416002557",NA,"YOU HER FA","BJ5208","TWN","fishing","drifting_longlines",2026-05-01 00:55:03,"TWN","DONGGANG",4,30.96,0,11,2,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/bd6ebd84f-f2e2-61e5-d1d2-3e517bea5e51?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"416003556",NA,"SHENG LONG YU NO.268","BJ4971","TWN","fishing","drifting_longlines",2026-05-24 06:46:57,"TWN","DONGGANG",3,7.71,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e213a466d-d369-4752-f1ea-0b7b36f8039a?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,25.98,2008,"KUAI LE NO. 168","SUAO","TAIWAN "," ","YANG Y-R","TAIWAN ","YANG Y-R","YANG Y-R"," ","","","","","","","",TRUE,FALSE,FALSE
"416003735",NA,"SHENG YU NO66","BJ4601","TWN","fishing","drifting_longlines",2026-05-11 01:19:24,"TWN","DONGGANG",4,20.92,0,9,5,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/32f8c14a7-7871-3851-b0f6-f6b8dc87af6d?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"416005268",NA,"SHENG LONG YU NO.268",NA,"TWN","fishing","drifting_longlines",2026-05-24 22:28:36,"TWN","DONGGANG",3,7.04,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e0c9f97bb-b556-ba0f-a01b-4907b01801e1?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"416052600",NA,"ESSIEN","BI2517","TWN","fishing","drifting_longlines",2026-05-28 23:06:01,"TWN","KAOHSIUNG",3,3,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6eb580084-4cde-d6ac-12ff-d693d59b597c?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696,59.25,1999,"CHEN CHIEH NO. 818","KAOHSIUNG","TAIWAN ","SHUN HE FISHERY CO LTD","SHUN HE FISHERY CO LTD","TAIWAN ","SHUN HE FISHERY CO LTD","SHUN HE FISHERY CO LTD"," ","","","","","","","",TRUE,FALSE,FALSE
"416070900",NA,"JIIN-TA-HORNG-NO168","BL2233","TWN","fishing","squid_jigger",2026-05-22 02:14:43,"TWN","KAOHSIUNG",4,9.88,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4028a4375-5853-5eaa-60a2-49d9a3ec101c?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1058,57.8,2000,"PEI YUH NO. 6","KAOHSIUNG","TAIWAN"," ","JIIN SHUN HORNG FISHERY CO LTD","","JIIN SHUN HORNG FISHERY CO LTD","JIIN SHUN HORNG FISHERY CO LTD"," ","","","","","","","",FALSE,TRUE,FALSE
"416227600",NA,"YOU JI YI","BJ5003","TWN","fishing","drifting_longlines",2026-05-08 01:42:34,"TWN","DONGGANG",4,23.92,0,5,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3140e9468-8c50-c165-7f35-a99a3b2550af?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"416368000",NA,"YI SHUN","BI2555","TWN","fishing","drifting_longlines",2026-05-25 23:52:26,"TWN","KAOHSIUNG",3,6,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/df349995f-f7f2-e360-a1fd-ceee9a3b1444?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627,50.8,1999,"HAU SHEN NO. 212","KAOHSIUNG","TAIWAN "," ","WEN LC","TAIWAN ","WEN LC","WEN LC"," ","Sister Ship","","","IUU","Vessel owner Wen Li Chen was listed at the time as the owner of CHIN SHUN KUO, one of a number of vessels indicated to have had encounters with with unauthorised mini-reefer NEW BAI I NO. 168 in the ICCAT area in 2016 (NEW BAI I NO. 168 was subsequently IUU listed by ICCAT)- based on document found onboard the vessel","[CHIN SHUN KUO]","TMT Internal",TRUE,FALSE,FALSE
"431000138",NA,"CHIYOMARU. NO,13",NA,"JPN","fishing","drifting_longlines",2026-05-28 05:01:01,"JPN","KESENNUMA",3,3.75,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/80042fc52-20cb-3feb-3087-11b0794c21da?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,2007,"CHIYO MARU NO. 8","NICHINAN, MIYAZAKI","JAPAN"," ","HIRABARA SUISAN INC","JAPAN","HIRABARA SUISAN INC","HIRABARA SUISAN INC"," ","","","","","","","",TRUE,FALSE,FALSE
"431000168",NA,"KORYUMARU",NA,"JPN","fishing","drifting_longlines",2026-05-25 05:58:42,"JPN","KATSUURA",4,6.75,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/037e8f090-07e4-32d1-8d87-2a0256f1c96e?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,2007,"","KIHOKU, MIE","JAPAN","OKUMURA K","OKUMURA K","JAPAN","OKUMURA K","OKUMURA K"," ","","","","","","","",TRUE,FALSE,FALSE
"431000356",NA,"SHUNYOUMARU NO8",NA,"JPN","fishing","drifting_longlines",2026-05-19 07:08:05,"JPN","SHIOGAMA",3,12.67,0,6,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3a36301bc-c9d5-7280-1072-e5ae587a2782?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,2007,"","NICHINAN, MIYAZAKI","JAPAN"," ","HONDOU SUISAN INC","JAPAN","HONDOU SUISAN INC","HONDOU SUISAN INC"," ","","","","","","","",TRUE,FALSE,FALSE
"431000546",NA,"NO38GENEIMARU",NA,"JPN","fishing","squid_jigger",2026-05-12 04:15:02,"JPN","HACHINOHE",4,19.79,0,4,9,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c6ad40763-3910-ae3a-514a-50a05c9187cd?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,0,2008,"","HACHINOHE, AOMORI","JAPAN"," ","YAMATSU YACHI SHOTEN","","YAMATSU YACHI SHOTEN","YAMATSU YACHI SHOTEN"," ","","","","","","","",FALSE,TRUE,FALSE
"431000750",NA,"8WAKASHIOMARU",NA,"JPN","fishing","fishing",2026-05-13 01:32:39,"JPN","HANASAKI",4,18.92,0,8,10,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3dd69a62d-d318-f7fd-6e7a-1f788527f67d?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,46.2,2012,"","NEMURO, HOKKAIDO","JAPAN"," ","NEMURO KAIYO","","NEMURO KAIYO","NEMURO KAIYO"," ","","","","","","","",FALSE,TRUE,FALSE
"431000775",NA,"NAKAMURARYOUYUMARU",NA,"JPN","fishing","drifting_longlines",2026-05-21 12:35:45,"JPN","CHOSHI",4,10.46,0,4,7,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ce1515670-0f6e-21c8-fe88-e41673bdbef0?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"431000840",NA,"NO65GENEIMARU",NA,"JPN","fishing","squid_jigger",2026-05-10 09:56:22,"JPN","HACHINOHE",4,21.58,0,10,9,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b5ccd69c7-70a1-7fb7-ede1-9a4ca9f71b4a?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,41.71,2013,"","HACHINOHE, AOMORI","JAPAN"," ","HACHINOHE KISEN GYOGYO","","YAMATSU YACHI SHOTEN","YAMATSU YACHI SHOTEN"," ","","","","","","","",FALSE,TRUE,FALSE
"431000860",NA,"GENEIMARU NO67",NA,"JPN","fishing","squid_jigger",2026-05-23 14:28:59,"JPN","HACHINOHE",4,8.38,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c9135db59-967e-a54e-9d28-890574108e4d?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,41.33,2013,"","HACHINOHE, AOMORI","JAPAN"," ","HACHINOHE KISEN GYOGYO","","HACHINOHE KISEN GYOGYO","HACHINOHE KISEN GYOGYO"," ","","","","","","","",FALSE,TRUE,FALSE
"431000870",NA,"NO71 YAEMARU",NA,"JPN","fishing","squid_jigger",2026-05-12 05:22:28,"JPN","HACHINOHE",4,19.75,0,8,8,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f04f7bdda-ab50-45dc-fe09-6765560e37e1?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,41.33,2013,"","HACHINOHE, AOMORI","JAPAN"," ","HACHINOHE KISEN GYOGYO","","HACHINOHE KISEN GYOGYO","HACHINOHE KISEN GYOGYO"," ","","","","","","","",FALSE,TRUE,FALSE
"431000944",NA,"DAIYUMARU",NA,"JPN","fishing","drifting_longlines",2026-05-23 05:56:52,"JPN","HOSOSHIMA",4,8.75,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d4f35e771-1de6-8ef5-eaad-74dc2fa77ede?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431001016",NA,"EISHOUMARU",NA,"JPN","fishing","drifting_longlines",2026-05-27 22:46:57,"JPN","KATSUURA",3,4.04,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9b3e91e3d-df2a-a28a-98b1-75bbc789691d?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,2009,"","KAWAMINAMI, MIYAZAKI","JAPAN"," ","HASHIMOTO SUISAN KK","JAPAN","HASHIMOTO SUISAN KK","HASHIMOTO SUISAN KK"," ","","","","","","","",TRUE,FALSE,TRUE
"431001270",NA,"SHOEI MARU NO.8","7JZW","JPN","fishing","pole_and_line",2026-05-19 22:21:31,"JPN","JPN-356",4,12.04,0,4,4,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2ea6411a3-3b07-b95e-60ef-7d098313f907?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,65.45,2017,"","YAIZU, SHIZUOKA","JAPAN"," ","SHOEI MARU KK","JAPAN","SHOEI MARU KK","SHOEI MARU KK"," ","","","","","","","",TRUE,FALSE,FALSE
"431001573",NA,"JINSHOU MARU NO68",NA,"JPN","fishing","drifting_longlines",2026-05-14 07:16:16,"JPN","SENDAI",4,17.67,0,16,5,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1a5f75b00-0c82-91cd-0a22-5697317e9789?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,2010,"","MIYAZAKI, MIYAZAKI","JAPAN"," ","JINSHOU SUISAN INC","JAPAN","JINSHOU SUISAN INC","JINSHOU SUISAN INC"," ","","","","","","","",TRUE,FALSE,FALSE
"431004047",NA,"KAIENMARU NO.77",NA,"JPN","fishing","drifting_longlines",2026-05-08 03:38:08,"JPN","KATSUURA",4,23.83,0,5,6,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/76e4abae1-11ac-7562-40d8-ad28c06b2e3f?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,2012,"","SUSAKI, KOCHI","JAPAN"," ","TOSAYO LTD CO","JAPAN","TOSAYO LTD CO","TOSAYO LTD CO"," ","","","","","","","",TRUE,FALSE,FALSE
"431004389",NA,"RYOUEIMARU",NA,"JPN","fishing","drifting_longlines",2026-05-19 20:39:55,"JPN","OWASE",4,12.13,0,3,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/bd268e965-58b6-482e-5f8e-99df15603a16?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,2013,"","OWASE, MIE","JAPAN"," ","OWASE BUSSAN","JAPAN","OWASE BUSSAN","OWASE BUSSAN"," ","","","","","","","",TRUE,FALSE,FALSE
"431004618",NA,"NO68YAHATAMARU",NA,"JPN","fishing","squid_jigger",2026-05-13 17:13:44,"JPN","HACHINOHE",4,18.25,0,7,7,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/61256d994-44e5-a19c-dedd-ea1f91cce519?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,41.33,2013,"","HACHINOHE, AOMORI","JAPAN"," ","YAHATAMARU GYOGYO SEISAN","","YAHATAMARU GYOGYO SEISAN","YAHATAMARU GYOGYO SEISAN"," ","","","","","","","",FALSE,TRUE,FALSE
"431005871",NA,"MIAMARU NO.78",NA,"JPN","fishing","drifting_longlines",2026-05-17 13:36:13,"JPN","JPN-288",4,14.42,0,5,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ec70cda24-4844-6090-0de6-75c6dcf61eef?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,2015,"","MUROTO, KOCHI","JAPAN","TAKEMURA M","TAKEMURA M","JAPAN","TAKEMURA M","TAKEMURA M"," ","","","","","","","",TRUE,FALSE,FALSE
"431009454",NA,"YACHOMARU NO.21",NA,"JPN","fishing","fishing",2026-05-26 01:10:02,"JPN","NAHA",4,5.92,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c4276a888-8283-c745-8bec-b42f93e8cad4?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431009932",NA,"RYOEIMARU NO.11",NA,"JPN","fishing","drifting_longlines",2026-05-22 09:17:49,"JPN","OWASE",4,9.58,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b1adef317-7893-d4fe-53c1-143b2811aab2?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"431010887",NA,"DAIKOKU MARU NO.8",NA,"JPN","fishing","drifting_longlines",2026-05-17 01:56:53,"JPN","SHIOGAMA",4,14.92,0,9,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f2d0e115b-bd8c-58f0-4898-ea7a3aa45dee?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,2018,"","MIYAZAKI, MIYAZAKI","JAPAN"," ","JINSHOU SUISAN INC","JAPAN","JINSHOU SUISAN INC","JINSHOU SUISAN INC"," ","","","","","","","",TRUE,FALSE,FALSE
"431011762",NA,"YAMASAKITATSUEIMARU",NA,"JPN","fishing","drifting_longlines",2026-05-17 02:29:59,"JPN","SHIOGAMA",4,14.88,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1e980ac51-1bec-fa47-c132-626aab58d94e?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,2018,"","MUROTO, KOCHI","JAPAN","YAMASAKI H","YAMASAKI H","JAPAN","YAMASAKI H","YAMASAKI H"," ","","","","","","","",TRUE,FALSE,FALSE
"431016137",NA,"NO18 KOUYUUMARU",NA,"JPN","fishing","drifting_longlines",2026-05-15 00:51:35,"JPN","SENDAI",4,16.96,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/bb01820d7-72e2-f774-7d3e-a895be0f98a5?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,18.31,2020,"","MUROTO, KOCHI","JAPAN","YAMASAKI M","YAMASAKI M","JAPAN","YAMASAKI M","YAMASAKI M"," ","","","","","","","",FALSE,TRUE,FALSE
