Vessel_Name,MMSI,IMO,gfw_flag,CallSign,IHS_GrossTonnage,IHS_LengthOverallLOA(Meters),IHS_YearOfBuild,IHS_ExName,geartype_best,IHS_PortofRegistry,CountryOfControlName,IHS_GroupBeneficialOwner,IHS_RegisteredOwner,IHS_RegisteredOwnerCountryOfRegistration,IHS_Operator,IHS_ShipManager,IHS_TechnicalManager,Non-Compliance History (yes / sister ship),Type of Non-Compliance,Vessel Non-Compliance Description,SisterShip(s)Type of Non-Compliance,Sister Ship Non-Compliance Description,SisterShipWithNonComplianceConcerns,Sources,poor_id,trip_start,trip_duration_days,start_port_iso3,start_port_label,in_transit_aoi_p1,in_transit_aoi_p2,in_primary_area_p1,in_primary_area_p2,num_encounters,num_loitering,num_fishing,vv_url,skylight_url,transit_p1_dark_rendezvous,transit_p1_fishing_activity_history,transit_p1_standard_rendezvous,transit_p1_viirs,transit_p1_sar_sentinel1,transit_p1_eo_sentinel2,transit_p1_eo_landsat_8_9,transit_p2_dark_rendezvous,transit_p2_fishing_activity_history,transit_p2_standard_rendezvous,transit_p2_viirs,transit_p2_sar_sentinel1,transit_p2_eo_sentinel2,transit_p2_eo_landsat_8_9,primary_area_p1_dark_rendezvous,primary_area_p1_fishing_activity_history,primary_area_p1_standard_rendezvous,primary_area_p1_viirs,primary_area_p1_sar_sentinel1,primary_area_p1_eo_sentinel2,primary_area_p1_eo_landsat_8_9,primary_area_p2_dark_rendezvous,primary_area_p2_fishing_activity_history,primary_area_p2_standard_rendezvous,primary_area_p2_viirs,primary_area_p2_sar_sentinel1,primary_area_p2_eo_sentinel2,primary_area_p2_eo_landsat_8_9,New_vessel
FUYUANYU677,412440366,8548577,CHN,BVKZ5,1128,59.27,2014,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN GANGSHUN PELAGI,FUJIAN GANGSHUN PELAGI,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN GANGSHUN PELAGI,FUJIAN GANGSHUN PELAGI, ,Sister Ship,,,IUU,"Multiple vessels owned by this company had encounters with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2024","[FU YUAN YU 687, FU YUAN YU 689, FU YUAN YU 688, FU YUAN YU 675, FU YUAN YU 686, FU YUAN YU 678]",JAC Intrep 002b,FALSE,2025-04-27T06:29:00Z,36.71,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,45,54,https://globalfishingwatch.org/map/vessel/545cc2d7a-a5ca-3ab1-5478-233a979a7231?&start=2025-04-25&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,2,0,0,0,FALSE
FU YUAN YU 676,412440367,8548565,CHN,BVKY5,1128,59.27,2014,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN GANGSHUN PELAGI,FUJIAN GANGSHUN PELAGI,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN GANGSHUN PELAGI,FUJIAN GANGSHUN PELAGI, ,Both,IUU,"One of several vessels that had an encounter with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2023",IUU,"Multiple vessels owned by this company had encounters with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2024","[FU YUAN YU 687, FU YUAN YU 689, FU YUAN YU 688, FU YUAN YU 675, FU YUAN YU 686, FU YUAN YU 678]",JAC Intrep 002b,FALSE,2025-04-26T09:11:00Z,37.58,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,50,51,https://globalfishingwatch.org/map/vessel/7835cdf91-156a-c6c6-1fc7-dc42c0be56c1?&start=2025-04-24&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
FU YUAN YU 678,412440365,8548589,CHN,BVLA5,1128,59.27,2014,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN GANGSHUN PELAGI,FUJIAN GANGSHUN PELAGI,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN GANGSHUN PELAGI,FUJIAN GANGSHUN PELAGI, ,Both,IUU,"One of several vessels that had an encounter with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2023",IUU,"Multiple vessels owned by this company had encounters with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2024","[FU YUAN YU 687, FU YUAN YU 689, FU YUAN YU 688, FU YUAN YU 675, FU YUAN YU 686, FU YUAN YU 678]",JAC Intrep 002b,FALSE,2025-04-20T10:53:00Z,43.54,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,46,42,https://globalfishingwatch.org/map/vessel/8f252d63e-ed74-49b4-853a-9cb9d2aab458?&start=2025-04-18&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
FU YUAN YU 686,412440363,8548591,CHN,686,1137,59.27,2014,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN GANGSHUN PELAGI,FUJIAN GANGSHUN PELAGI,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN GANGSHUN PELAGI,FUJIAN GANGSHUN PELAGI, ,Both,IUU,"One of several vessels that had an encounter with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2023",IUU,"Multiple vessels owned by this company had encounters with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2024","[FU YUAN YU 687, FU YUAN YU 689, FU YUAN YU 688, FU YUAN YU 675, FU YUAN YU 686, FU YUAN YU 678]",JAC Intrep 002b,FALSE,2025-04-26T05:07:00Z,37.75,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,43,65,https://globalfishingwatch.org/map/vessel/162d7f86a-a205-3f6f-77ac-6f13c3548bc2?&start=2025-04-24&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440363,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,1,0,0,0,0,13,0,2,0,0,0,FALSE
FU YUAN YU 688,412440361,8548618,CHN,BVLJ5,1137,59.27,2014,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN GANGSHUN PELAGI,FUJIAN GANGSHUN PELAGI,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN GANGSHUN PELAGI,FUJIAN GANGSHUN PELAGI, ,Both,IUU,"One of several vessels that had an encounter with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2023",IUU,"Multiple vessels owned by this company had encounters with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2024","[FU YUAN YU 687, FU YUAN YU 689, FU YUAN YU 688, FU YUAN YU 675, FU YUAN YU 686, FU YUAN YU 678]",JAC Intrep 002b,FALSE,2025-04-27T03:41:00Z,36.83,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,48,65,https://globalfishingwatch.org/map/vessel/ca16a5ce7-7a83-62b2-2958-dbb621abee0a?&start=2025-04-25&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,1,0,0,0,FALSE
FU YUAN YU 689,412440359,8548620,CHN,BVLK5,1137,59.27,2014,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN GANGSHUN PELAGI,FUJIAN GANGSHUN PELAGI,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN GANGSHUN PELAGI,FUJIAN GANGSHUN PELAGI, ,Both,IUU,"One of several vessels that had an encounter with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2023",IUU,"Multiple vessels owned by this company had encounters with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2024","[FU YUAN YU 687, FU YUAN YU 689, FU YUAN YU 688, FU YUAN YU 675, FU YUAN YU 686, FU YUAN YU 678]",JAC Intrep 002b,FALSE,2025-04-26T08:40:00Z,37.63,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,45,58,https://globalfishingwatch.org/map/vessel/7072756f2-2ee0-9237-a7d0-847dad538a45?&start=2025-04-24&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,FALSE
FUYUANYU675,412440368,8548553,CHN,BVKX5,1128,59.27,2014,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN GANGSHUN PELAGI,FUJIAN GANGSHUN PELAGI,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN GANGSHUN PELAGI,FUJIAN GANGSHUN PELAGI, ,Both,IUU,"One of several vessels that had an encounter with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2023",IUU,"Multiple vessels owned by this company had encounters with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2024","[FU YUAN YU 687, FU YUAN YU 689, FU YUAN YU 688, FU YUAN YU 675, FU YUAN YU 686, FU YUAN YU 678]",JAC Intrep 002b,FALSE,2025-04-19T14:34:00Z,44.38,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,48,76,https://globalfishingwatch.org/map/vessel/c0445c69f-f037-d660-ffeb-fa65023d336f?&start=2025-04-17&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440368,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,19,0,0,0,0,0,0,31,0,2,0,0,0,FALSE
FU YUAN YU 8672,412440679,9869291,CHN,BZUY2,1101,58.74,2018,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",PINGTAN MARINE ENTERPRISE LTD,FUJIAN PINGTAN COUNTY OCEAN,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN PINGTAN COUNTY OCEAN,FUJIAN PINGTAN COUNTY OCEAN, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,,https://home.treasury.gov/news/press-releases/jy1154,FALSE,2025-04-13T10:54:00Z,50.54,CHN,NINGBO,FALSE,TRUE,TRUE,TRUE,1,53,38,https://globalfishingwatch.org/map/vessel/cd57af2e6-6f5e-455b-3da5-dd6810ace7d1?&start=2025-04-11&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,3,0,0,0,FALSE
FU YUAN YU 8674,412440682,9869485,CHN,BZUY4,1101,58.74,2018,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",PINGTAN MARINE ENTERPRISE LTD,FUJIAN PINGTAN COUNTY OCEAN,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN PINGTAN COUNTY OCEAN,FUJIAN PINGTAN COUNTY OCEAN, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,,https://home.treasury.gov/news/press-releases/jy1154,FALSE,2025-04-12T07:49:00Z,51.67,CHN,NINGBO,FALSE,TRUE,TRUE,TRUE,0,46,27,https://globalfishingwatch.org/map/vessel/18e4b68e7-797b-6278-fdc0-8a841478761e?&start=2025-04-10&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
FU YUAN YU 8675,412440683,9869497,CHN,BZUY5,1101,58.74,2018,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",PINGTAN MARINE ENTERPRISE LTD,FUJIAN PINGTAN COUNTY OCEAN,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN PINGTAN COUNTY OCEAN,FUJIAN PINGTAN COUNTY OCEAN, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,,https://home.treasury.gov/news/press-releases/jy1154,FALSE,2025-04-12T08:36:00Z,51.63,CHN,CHN-170,FALSE,TRUE,TRUE,TRUE,1,46,30,https://globalfishingwatch.org/map/vessel/359b993b2-24b2-4f19-a966-c8c315ab8ba7?&start=2025-04-10&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,FALSE
FU YUAN YU 8676,412440684,9870123,CHN,BZUY6,1101,0,2018,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",PINGTAN MARINE ENTERPRISE LTD,FUJIAN PINGTAN COUNTY OCEAN,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN PINGTAN COUNTY OCEAN,FUJIAN PINGTAN COUNTY OCEAN, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,,https://home.treasury.gov/news/press-releases/jy1154,FALSE,2025-04-13T05:27:00Z,50.75,CHN,TAIZHOU,FALSE,TRUE,TRUE,TRUE,0,50,29,https://globalfishingwatch.org/map/vessel/6970aaf64-4a7f-b1db-b7e9-e86881e15ca5?&start=2025-04-11&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
FU YUAN YU 8677,412440685,9870238,CHN,BZUY7,1101,58.74,2018,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",PINGTAN MARINE ENTERPRISE LTD,FUJIAN PINGTAN COUNTY OCEAN,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN PINGTAN COUNTY OCEAN,FUJIAN PINGTAN COUNTY OCEAN, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,,https://home.treasury.gov/news/press-releases/jy1154,FALSE,2025-04-12T07:55:00Z,51.67,CHN,CHN-2289,FALSE,TRUE,TRUE,TRUE,0,51,18,https://globalfishingwatch.org/map/vessel/8a488af23-3445-c221-036c-f6e11818efc8?&start=2025-04-10&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440685,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,FALSE
FU YUAN YU 8678,412440686,9870240,CHN,BZVL8,1101,0,2018,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",PINGTAN MARINE ENTERPRISE LTD,FUJIAN PINGTAN COUNTY OCEAN,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN PINGTAN COUNTY OCEAN,FUJIAN PINGTAN COUNTY OCEAN, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,,https://home.treasury.gov/news/press-releases/jy1154,FALSE,2025-04-12T07:45:00Z,51.67,CHN,NINGBO,FALSE,TRUE,TRUE,TRUE,2,14,13,https://globalfishingwatch.org/map/vessel/954588171-1158-0702-d267-103aedfc38a6?&start=2025-04-10&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
FUYUANYU8673,412440681,9869473,CHN,BZUY3,1101,58.74,2018,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",PINGTAN MARINE ENTERPRISE LTD,FUJIAN PINGTAN COUNTY OCEAN,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN PINGTAN COUNTY OCEAN,FUJIAN PINGTAN COUNTY OCEAN, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,,https://home.treasury.gov/news/press-releases/jy1154,FALSE,2025-04-13T10:51:00Z,50.54,CHN,NINGBO,FALSE,TRUE,TRUE,TRUE,0,34,17,https://globalfishingwatch.org/map/vessel/4d3b860b5-51f1-ef48-f164-34f3e5fbde98?&start=2025-04-11&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,FALSE
FUYUANYUYUN 992,412440781,9910909,CHN,BZW3T,8374,143.62,2020,,carrier,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",PINGTAN MARINE ENTERPRISE LTD,FUJIAN PINGTAN COUNTY OCEAN,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN PINGTAN COUNTY OCEAN,FUJIAN PINGTAN COUNTY OCEAN, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights abuses within the fleet,,https://home.treasury.gov/news/press-releases/jy1154,FALSE,2025-05-02T22:50:00Z,31.04,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,7,24,0,https://globalfishingwatch.org/map/vessel/fcef35709-905d-bc62-7049-dd70a17886c9?&start=2025-04-30&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,FALSE
FU YUAN YU 603,412440245,8557528,CHN,NA,857,52.07,2013,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,FALSE,2025-05-12T23:54:00Z,21,CHN,TAIZHOU,FALSE,TRUE,TRUE,TRUE,0,7,6,https://globalfishingwatch.org/map/vessel/2d5beeebe-e7b0-f047-2aa9-0a711b853153?&start=2025-05-10&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
FU YUAN YU 603,412440245,8557528,CHN,BZU2F,857,52.07,2013,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,FALSE,2025-05-03T12:39:00Z,30.46,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,2,1,https://globalfishingwatch.org/map/vessel/2be81bbb9-9450-371f-3b17-99a4b3e55b2f?&start=2025-05-01&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
FU YUAN YU 605,412440246,8557530,CHN,BZU3F,857,52.07,2013,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,FALSE,2025-04-18T04:15:00Z,45.79,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,14,1,https://globalfishingwatch.org/map/vessel/be8fb25b1-18ce-42a4-e6e3-3677b99109ce?&start=2025-04-16&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
FU YUAN YU 606,412440247,8557542,CHN,NA,857,52.07,2013,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,FALSE,2025-05-02T20:44:00Z,31.13,CHN,TAIZHOU,FALSE,TRUE,TRUE,TRUE,0,1,0,https://globalfishingwatch.org/map/vessel/8504a2cb2-2420-4060-d4ac-a7882a355b70?&start=2025-04-30&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
FU YUAN YU 608,412440249,8557566,CHN,BZU6F,857,52.07,2013,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,FALSE,2025-04-18T07:48:00Z,45.67,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,22,7,https://globalfishingwatch.org/map/vessel/bcc78e717-7a8a-6ef6-7fc0-60bfeb354117?&start=2025-04-16&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
FU YUAN YU601,412440243,8557504,CHN,BZU9E,857,52.07,2013,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,FALSE,2025-04-18T15:14:00Z,45.33,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,42,40,https://globalfishingwatch.org/map/vessel/475351415-52b9-41e4-6ef5-2c086ba727b9?&start=2025-04-16&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
FU YUAN YU609,412440251,8557578,CHN,BZU7F,857,52.07,2013,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,FALSE,2025-04-18T09:53:00Z,45.58,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,6,3,https://globalfishingwatch.org/map/vessel/25e7e8e70-0863-6af1-8498-664429b65a01?&start=2025-04-16&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
FUYUANYU602,412440244,8557516,CHN,BZU1F,857,52.07,2013,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,FALSE,2025-04-18T11:44:00Z,45.5,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,44,25,https://globalfishingwatch.org/map/vessel/66bf0e2c2-2e2a-9739-c14b-bcae5af3be4e?&start=2025-04-16&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
FUYUANYU606,412440247,8557542,CHN,BZU4F,857,52.07,2013,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,FALSE,2025-04-18T04:50:00Z,45.79,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,21,7,https://globalfishingwatch.org/map/vessel/6c0bc52ba-a0b7-097e-3404-ae8c4d5c6e65?&start=2025-04-16&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
FUYUANYU607,412440248,8557554,CHN,BZU5F,857,52.07,2013,,fishing,"FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,"CHINA, PEOPLE'S REPUBLIC OF",FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,FALSE,2025-04-18T15:49:00Z,45.33,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,7,1,https://globalfishingwatch.org/map/vessel/9cc54831d-df4e-ed0f-1e6c-2d8780fd8d8d?&start=2025-04-16&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/412440248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
